GN	Protein Accession #	sig126	sig127N	sig127C	sig128N	sig128C	sig129N	sig129C	sig130N	sig130C	sig131
Etnk1	sp|Q9D4V0|EKI1_MOUSE	476386.269746869	499617.967209061	495441.805750971	518698.899968805	480467.963371281	499448.280619361	524095.433262557	480051.639177056	493743.50825518	469782.864848299
Rrs1	sp|Q9CYH6|RRS1_MOUSE	365196.559987486	380120.436390526	366104.940793799	351182.2665937	437549.841946503	458935.708772751	332795.897931548	205539.090188804	205384.874056677	218173.36186545
Atp2a3	sp|Q64518|AT2A3_MOUSE	3537694.9050709	3755000.17307983	3208389.76312975	2995405.53284771	3229061.40325618	3156462.09914459	3288302.49062063	3607062.33615096	3639808.79518587	3339198.72922472
Crtc1	sp|Q68ED7|CRTC1_MOUSE	210484.058267685	199697.289339555	207720.598506891	231207.35225996	203526.771117131	204760.200542714	205773.214308268	337439.540716731	323563.248959054	341213.496778429
Rab27a	sp|Q9ERI2|RB27A_MOUSE	293509.415203801	325837.197680379	281620.824472449	313509.298828151	303164.672613453	299167.842322299	315186.113045564	291546.573075506	275581.947677689	299007.123563872
Psmd9	sp|Q9CR00|PSMD9_MOUSE	311861.376733085	315487.579640447	324512.525530613	291885.185023095	314928.719042243	315936.288645635	313744.417427834	250661.089425264	255246.150330134	267418.58064386
Lppr4	sp|Q7TME0|LPPR4_MOUSE	251722.166169015	208522.854503673	225079.78984049	333160.41789522	235074.051911208	196630.862215511	272617.459143972	397855.634228026	372995.383960432	397337.526598167
Rasgrf2	sp|P70392|RGRF2_MOUSE	298033.544684064	373986.041930383	273397.725873122	331724.016734657	264819.073701193	283147.01439133	304892.340154774	656420.235472798	559880.849964203	634304.796428017
Syne1	sp|Q6ZWR6|SYNE1_MOUSE	1264522.30892989	1358190.58093794	1160072.86430675	1275211.02612328	1023243.77061172	1075663.61618699	1159525.69462515	1714958.93426734	1639557.15490936	1554674.54862845
Syne1	sp|Q6ZWR6-2|SYNE1_MOUSE	165275.977061032	179639.649034794	154977.220905516	154035.511737723	148734.833417432	151649.165348774	152919.456543305	221871.75328547	215188.979003862	202023.224081934
Tatdn1	sp|Q6P8M1|TATD1_MOUSE	496030.980079932	514573.30416927	466252.223811022	454273.590249544	512200.00909193	535908.180325269	486404.825238325	418397.823554327	379599.397322841	416726.160066554
Tpgs1	sp|Q99MS8|TPGS1_MOUSE	166563.741247613	169771.538485099	164193.222754886	164157.981344038	174130.189310185	172468.030435986	154140.945367235	170057.497852147	182312.688554917	181705.022382138
Gm996	sp|A2AJA9|CI172_MOUSE	276922.016219273	277516.271665346	254191.867798194	305315.484410253	249841.423052484	239561.887494336	275742.545101406	470197.236730362	432562.349138509	428817.362213705
Coq3	sp|Q8BMS4|COQ3_MOUSE	177096.364398968	169911.52350612	199065.132948751	235560.084806382	183274.029761877	198467.9621013	172306.772971581	215865.760881598	212400.110186691	200496.178686149
Necab1	sp|Q8BG18|NECA1_MOUSE	273077.961115441	328703.596659572	268229.057394648	415537.365683517	222135.264658802	258557.379835395	262593.70866124	546366.306852465	568081.500026871	620650.573726532
Pofut2	sp|Q8VHI3|OFUT2_MOUSE	312008.211375692	319075.459542095	320103.857279062	282490.483461959	373817.461867102	355389.918218301	331872.098692339	220245.370325167	231013.857676363	224613.65068202
Hck	sp|P08103|HCK_MOUSE	2181501.89024375	2055827.14020972	2352281.97328517	1986934.37232522	2320524.54258844	2157342.03268306	2297945.8190116	1328563.86874463	1313382.28570482	1321768.33779928
Xpo6	sp|Q924Z6|XPO6_MOUSE	339761.290553003	347655.402730013	349601.223641576	324149.161053742	361380.37613855	377280.397443991	331798.209649737	333033.925485825	324631.179056381	323634.600283513
Grm7	sp|Q68ED2|GRM7_MOUSE	311757.388062249	319403.162549819	308779.455925697	379890.846838316	277245.926155988	269692.053525363	337487.565418701	486960.223249186	438695.011816406	480596.865282437
Wbscr22	sp|Q9CY21|WBS22_MOUSE	79128.6450089007	82222.6468487508	83020.9721025292	73385.1614662402	104161.105156063	98733.7807201523	84996.616678866	59891.9511593833	57809.2824698108	57952.4401316179
Brd2	sp|Q7JJ13|BRD2_MOUSE	291071.454757178	290290.228659931	300041.031752489	269345.087410688	359219.816570629	357082.138643778	300478.283436837	199127.378483152	189685.747815897	197760.529451347
Pofut1	sp|Q91ZW2|OFUT1_MOUSE	324994.611401641	311881.514331398	339890.916186727	316375.889030013	346925.905434162	345367.285875604	335319.170269955	230121.129407349	222749.804104134	224685.650455667
Ccdc141	tr|E9Q8Q6|E9Q8Q6_MOUSE	828643.455131281	815442.680739305	845490.156540122	792566.593838362	917953.593914964	912853.184521735	937503.135643821	735930.923002466	748279.627887913	709848.440396307
Rps19bp1	sp|Q8C6B9|AROS_MOUSE	64379.1227718829	66160.7810559335	62901.5834073463	61525.0339998816	82968.3247922431	83943.8576590912	64668.5631776139	35482.0079341173	37637.9391806517	37774.7846959064
Gtf2h5	sp|Q8K2X8|TF2H5_MOUSE	60674.8305375519	63746.4995330144	61840.9726381458	60375.3745921438	64074.6766734259	65030.4973112925	53977.5882841216	53176.5840553173	48748.5481583277	51527.5108455496
Atp8a2	sp|P98200|AT8A2_MOUSE	326183.546003797	351551.137433304	283646.264654055	312581.763502283	222751.658489317	244499.839260465	297776.389734902	434365.703393153	393869.537985852	422648.589245219
Atp8a2	tr|D3Z2Z6|D3Z2Z6_MOUSE	46478.893493517	53206.2641256238	44780.5686829149	43377.4044235083	37784.4948191041	40264.0644473333	42413.1947461388	62970.2806330463	53334.0056469175	61540.5433463732
Med31	sp|Q9CXU1|MED31_MOUSE	79753.4020416541	74795.0718063651	80064.7972767566	78437.672055754	99969.2114503797	95676.6428299149	76385.4534857635	52399.5247028813	50362.6943766559	49671.0250850318
Mrpl14	sp|Q9D1I6|RM14_MOUSE	71849.2244108578	79114.5606818561	73321.3467362512	67457.6687817211	90908.5456828944	84746.2070087883	79866.197955899	72348.9443111245	68932.9063705996	70594.5837554684
Zfp428	tr|H3BLD9|H3BLD9_MOUSE	618732.756546127	664185.646187965	612416.830359045	567667.967612443	1174241.93936171	1089534.40998606	765363.850202351	280046.598890329	304980.027869235	343674.686364613
Rabepk	sp|Q8VCH5|RABEK_MOUSE	91259.4362006337	89051.2244411988	89494.9172882097	88720.5081031906	93411.2081933807	83068.8547314828	88193.1934391957	98021.0858386167	108465.116224451	103365.24501475
Srp9	sp|P49962|SRP09_MOUSE	176092.791367451	193117.923156172	171696.466585317	166357.001777564	228908.350207904	222152.40561869	190329.482088999	134970.150890798	136141.500606339	158246.965896406
Clmn	sp|Q8C5W0|CLMN_MOUSE	224790.407426528	228644.116567738	255428.090922126	223986.338866909	156592.210567319	144247.156759743	205333.133185669	216002.93630347	240372.520056612	224892.933169607
Ddx25	sp|Q9QY15|DDX25_MOUSE	1050552.85194054	1049081.06732202	1028914.99915335	1018787.13192293	1305688.66110717	1299158.46104272	1080687.73827482	781019.993117659	765079.903008212	819008.77274106
Wdr18	sp|Q4VBE8|WDR18_MOUSE	649346.230976127	670042.116353592	713865.251829623	666975.42608446	710766.116755573	766958.634498125	594862.795922606	446046.565779175	443817.612480478	459830.580249384
Ppp6r1	sp|Q7TSI3|PP6R1_MOUSE	493722.13989526	507592.573762255	542011.102168854	515196.8846885	559157.032317797	595238.615726528	540279.346571839	450531.523847082	451449.314503878	453388.089216014
Snx16	sp|Q8C080|SNX16_MOUSE	487460.14042991	525321.502009443	463411.042112428	497554.924381312	385648.437860163	392221.666423189	443281.31632444	529588.581110703	521857.450352817	550727.690102546
Pus1	sp|Q9WU56|TRUA_MOUSE	234956.626061729	252784.735763796	254292.51924929	221246.799989007	268656.09673081	270916.129633427	206202.642529993	163694.832422769	178778.426624352	164353.88191473
Casc4	sp|Q6P2L7|CASC4_MOUSE	743225.22100118	776942.578104454	831128.428766371	737953.419028324	758915.746868357	808800.458107359	696919.628786342	438658.358626934	475641.423001792	482329.453472661
Ppp6r2	sp|Q8R3Q2|PP6R2_MOUSE	240608.112871094	234638.190052966	251130.269695377	247977.947350409	220630.314689901	226724.646645439	234061.081129145	275861.794678499	274327.887757024	276903.623198025
Rundc3a	sp|O08576|RUN3A_MOUSE	234022.477630351	231930.786729489	266713.219403183	244098.232167184	219668.104047111	226049.811289092	239699.649354942	260006.870313198	263486.306663558	266652.32200736
Rundc3a	sp|O08576-2|RUN3A_MOUSE	229728.874252533	233279.985040309	260770.876890978	247116.858023679	216959.046711496	228461.803533045	238135.025534248	265951.718112926	264655.692140015	267701.754633943
Rundc3a	sp|O08576-4|RUN3A_MOUSE	216730.999932315	223316.765495227	248052.350096783	238641.919074293	214486.977985911	218146.577235141	226882.208450005	252983.182791987	248831.537074201	246145.436744307
Srek1	sp|Q8BZX4|SREK1_MOUSE	129894.112354067	130605.434117424	132473.512154243	127268.37634009	148707.070676144	151631.538284224	129494.284052402	98793.5472809501	95263.3650803932	105320.160011995
Srek1	sp|Q8BZX4-2|SREK1_MOUSE	260134.69687187	265247.873123913	278111.722669365	251248.799000427	309941.863266809	304121.035508	257808.504770852	190088.955460606	183652.586072138	202608.75010682
Pbrm1	sp|Q8BSQ9|PB1_MOUSE	358419.856152431	352849.727218194	364590.084387959	345341.149167579	449098.801127038	449698.387682723	363263.273932411	256543.146485312	265938.060388182	263243.661160886
Pbrm1	tr|F6THL5|F6THL5_MOUSE	310540.432793532	297248.803153788	313333.999665645	296371.328945783	391723.440784607	389844.545818676	311768.425310055	219197.395270145	225458.356353045	226893.505683448
Iba57	sp|Q8CAK1|CAF17_MOUSE	88094.0857832272	96996.3126833408	88769.9148393318	95278.6554738498	90775.9576543644	93605.2528371609	92324.8674509377	110405.510468381	107523.070083755	110152.81171069
Ca10	sp|P61215|CAH10_MOUSE	101886.72469515	121720.234276152	108661.871249928	122006.70952123	85535.1763856159	90921.3361481227	104980.862675127	214950.257510763	198840.519591649	204979.304911567
Rcn3	sp|Q8BH97|RCN3_MOUSE	164126.767315391	205938.375175493	175529.484577352	177707.083612594	149091.569502157	145369.03034003	146219.037824333	99635.0085220978	87485.4273367305	99874.7684024479
Sort1	sp|Q6PHU5|SORT_MOUSE	445250.016313543	431420.833622806	448065.2180881	455131.860287725	365030.368105078	363527.109283116	410536.569293234	589208.747671337	557713.909370453	580458.197873618
Nup62	sp|Q63850|NUP62_MOUSE	380160.131723497	396769.273461301	395387.345251956	401901.946146876	467022.674124225	474568.717683755	403692.371383219	339539.93057468	331686.308700488	340582.287915114
Ppm1e	sp|Q80TL0|PPM1E_MOUSE	841152.758650918	714925.61610759	808147.270887944	933273.26837675	763301.015515105	679185.218882885	759034.345256186	1034493.86836702	1087728.10220836	1114228.24526484
Fam193a	sp|Q8CGI1|F193A_MOUSE	114707.023370348	112351.280500554	119286.815459433	111858.022466668	136591.750981833	132898.384112513	117042.157037072	88472.0445727604	92359.3763046181	91738.9812933536
Fam193a	tr|M0QWZ1|M0QWZ1_MOUSE	112331.902439889	112064.900258227	119588.813246837	111735.376286116	133866.670144898	132910.375959568	118314.110959268	89635.226205213	91870.8240669878	93924.0647222749
Rgcc	sp|Q9DBX1|RGCC_MOUSE	70670.8516821266	75369.7157174922	79889.5872179722	81398.6541418186	83282.2875625571	76237.2639367269	81775.5918843825	49317.5017936348	54983.1599708237	59744.9650368111
Fam96b	sp|Q9D187|MIP18_MOUSE	62842.3601682291	56229.173310295	65998.1354119544	60072.5373653087	68720.6555574683	66071.7119118175	63180.5742288716	49385.2704998653	55114.3699240487	50389.165924645
Surf4	sp|Q64310|SURF4_MOUSE	456402.359703727	476557.63541291	487350.280937879	431613.620127656	410532.494877774	426604.665076034	420375.43162133	312609.900050527	307419.504703264	311317.874035578
Stk16	sp|O88697|STK16_MOUSE	79818.8032226435	74697.2489705442	79843.6828497497	71906.8659724845	81037.4005249107	82227.9523450082	82393.1753621209	73150.3901241029	79166.5782578264	72271.5185928295
Nrbp1	sp|Q99J45|NRBP_MOUSE	414581.063006081	432990.363126887	410575.586043316	396617.118597756	467289.823369988	497123.336434946	425713.03386472	396077.269399461	399126.909078545	396569.954078282
Nrbp1	tr|D3YUV1|D3YUV1_MOUSE	416341.979703865	440631.966601089	401164.676611172	391175.537665761	453093.49197168	480157.49654168	417110.916713393	418638.612253496	411631.334938634	408784.175323617
Tm9sf2	sp|P58021|TM9S2_MOUSE	1078249.73444372	1077328.77144984	1144982.6127117	1022765.03467918	1159597.04675836	1220784.34111616	1094215.95521028	732687.522045154	758575.2932778	782711.068297657
Osbpl8	tr|B9EJ86|B9EJ86_MOUSE	665282.802847911	714442.611231621	688858.502740448	665714.217151976	691291.28759223	744104.519188682	689585.053244449	815322.1287069	932260.363660443	824906.08097819
Dnajc16	sp|Q80TN4|DJC16_MOUSE	299784.080826772	297302.868415607	297397.70184209	270723.748628402	254006.782375041	253450.296039223	266297.515629355	323166.387762887	319140.217047396	313716.351027536
Xrcc4	sp|Q924T3|XRCC4_MOUSE	219524.189301326	227823.080395518	234713.868953718	209412.605353555	288745.333488504	301846.938648087	240417.314738852	164846.022876904	163460.796061734	174759.232876153
Krt6b	sp|Q9Z331|K2C6B_MOUSE	165697.292386368	197779.662673294	115820.859235286	143559.413697869	148688.015155348	125775.330263003	180891.851084851	114346.492044813	168178.283801845	163726.785820949
Irgq	sp|Q8VIM9|IRGQ_MOUSE	650838.98103334	680405.358265726	614849.754710426	578551.591357199	571745.582856893	590744.462649184	574048.079842185	788801.113213423	821869.054824773	808222.923884015
Ppil2	sp|Q9D787|PPIL2_MOUSE	201458.726936041	206162.622833148	209096.44648898	185860.053235903	247563.20665502	241470.987510327	185813.027193369	116493.979336209	120450.195331958	123197.058971989
Ate1	sp|Q9Z2A5|ATE1_MOUSE	445262.39088149	465467.103719563	449577.755508044	451260.845027437	397030.765891825	423126.092826284	428963.306457653	411547.163104519	402914.712961252	416930.794546371
Ate1	sp|Q9Z2A5-2|ATE1_MOUSE	444248.128164634	455578.670026576	446926.760845442	452587.437467592	408922.158882502	429881.076354054	425952.309849953	411133.948042111	400757.863559752	414088.161916912
Rtf1	sp|A2AQ19|RTF1_MOUSE	389495.213774467	398772.242480157	394502.360952332	379379.90985365	528795.181558158	522736.460825795	391031.696531894	286436.087823652	285445.599196238	292452.02317736
Mical3	sp|Q8CJ19|MICA3_MOUSE	766620.301823801	849415.585657987	732731.861477466	760033.565789983	582063.201701967	599990.887328013	634067.642986845	1085126.86450789	1063409.33859041	1035112.29969361
Hspb8	sp|Q9JK92|HSPB8_MOUSE	202049.679576201	167805.518948834	183797.796296423	170519.664332241	198508.292799841	204826.856586919	216090.716203602	99248.4179540294	95882.0987766537	101016.539596059
Chn2	sp|Q80XD1|CHIO_MOUSE	431274.268721344	381704.632293035	314193.236462696	263758.627062228	445824.250249996	462310.004316697	366525.687458117	244829.822947464	248148.958754851	264302.38665311
Chn2	tr|Q3V2R3|Q3V2R3_MOUSE	562778.18475255	514716.455589614	451401.422150303	422584.312936569	594259.346145776	627737.851950821	523793.073539083	387267.966006949	395125.614982848	395859.332353096
Pigt	sp|Q8BXQ2|PIGT_MOUSE	1550327.47785094	1566422.3881839	1558506.29169931	1585069.78286288	1523661.06566214	1647371.46415852	1519202.54722435	1317183.85067383	1297100.22543187	1349643.15134798
Sugp1	sp|Q8CH02|SUGP1_MOUSE	346200.252455086	352835.629969576	345808.24920123	342836.977955571	396444.615899316	407526.108036482	339629.564706189	294570.352246758	284753.304836077	293774.173468677
Ube3c	sp|Q80U95|UBE3C_MOUSE	465080.185590727	459513.319561385	452710.063574076	439299.176159931	475626.709536906	476575.184491685	448314.487463434	453895.658388184	479524.251659756	450337.244092848
Rufy1	sp|Q8BIJ7|RUFY1_MOUSE	388473.62490238	413339.225482313	389513.396142037	348371.193535785	380436.966698473	371800.553476983	334910.047841475	274315.299043562	282722.349558494	286664.105060325
Ccs	sp|Q9WU84|CCS_MOUSE	240535.866117047	229853.701128766	233225.750113516	220563.088226771	223326.385902838	219130.830306793	210713.10796837	204833.124067367	216391.269928055	208230.904263561
Dffa	sp|O54786|DFFA_MOUSE	197025.407564633	174825.644387844	178157.4628586	155311.758112648	163744.90858843	155578.409984138	161335.679433165	152161.040319776	164528.347574964	162711.490683002
Dffa	sp|O54786-2|DFFA_MOUSE	205938.631390066	175350.500306753	175099.842449219	155167.153722535	157373.334988183	151892.420075646	158074.604032258	159239.413699403	164867.716247464	164736.835813557
Lars2	sp|Q8VDC0|SYLM_MOUSE	593731.395449353	611323.019599926	581547.780245748	591260.842487813	517083.619507621	568264.257075054	536998.26583237	659761.205554382	634722.530654199	594450.023383896
Aasdhppt	sp|Q9CQF6|ADPPT_MOUSE	177951.311541186	188542.786913054	178479.003271568	170163.294287968	172123.376205161	183962.220565664	158990.073350241	147692.596650793	164076.448601652	154651.91138016
Slc25a14	sp|Q9Z2B2|UCP5_MOUSE	214007.918456521	219346.48400131	188221.171152076	196044.513572663	184822.066203495	180084.564019593	197019.22444699	282528.538998375	279143.280343185	273706.226129763
Trim32	sp|Q8CH72|TRI32_MOUSE	499261.935918398	529167.686768219	511940.230403116	562960.956781857	501355.236008952	515673.604106193	528901.724272134	706588.845489811	626287.866440126	654178.916774281
Terf2ip	sp|Q91VL8|TE2IP_MOUSE	255616.911112956	258916.19946909	267970.993145164	263918.038209265	343616.623157305	352361.80077393	274635.87478625	178005.181790237	180958.55583958	193240.596374301
Evi5l	tr|H3BKQ3|H3BKQ3_MOUSE	684761.120222628	726044.740487408	730073.107796205	665139.772011277	616435.63965528	638316.865148707	620110.318198721	581274.195380855	601995.813247817	619432.736452935
Galk2	sp|Q68FH4|GALK2_MOUSE	150457.589791281	165705.321928204	158261.112958247	146569.469410805	163428.127833391	166194.93269023	137990.962146143	107369.056790407	111868.222307986	111240.87979847
